task_id,passed,avg_cyclomatic_complexity,max_cyclomatic_complexity,style_score,efficiency_score,loc_score,functional_correctness,overall_score
HumanEval/147,False,0.5,0.5,0.005,0.9999988873799642,0.78,0.0,0.0
HumanEval/148,False,,,0.0,,0.88,0.0,0.0
HumanEval/149,False,0.9,0.9,0.5,0.9999988873799642,0.96,0.0,0.0
HumanEval/150,False,0.8,0.8,0.005,0.9999986489613851,0.96,0.0,0.0
HumanEval/151,True,0.6,0.6,0.005,0.9999989668528239,0.96,1.0,0.23165837722331561
HumanEval/152,True,0.8,0.8,0.5,0.9999976952870687,0.96,1.0,0.7871954149406557
HumanEval/153,False,,,0.0,,0.78,0.0,0.0
HumanEval/154,True,0.6,0.6,0.005,0.9999986489613851,0.78,1.0,0.21993979588177223
HumanEval/155,False,,,0.0,,0.78,0.0,0.0
HumanEval/156,False,,,0.0,,0.64,0.0,0.0
HumanEval/157,True,0.7,0.7,0.005,0.9999985694885254,0.96,1.0,0.24076018259791523
HumanEval/158,False,,,0.0,,0.98,0.0,0.0
HumanEval/159,False,0.8,0.8,0.5,0.999997615814209,0.9,0.0,0.0
HumanEval/160,False,0.4,0.4,0.8571428571428571,0.9999983310699463,0.7,0.0,0.0
HumanEval/161,False,0.6,0.6,0.7142857142857143,0.9999988873799642,0.84,0.0,0.0
HumanEval/162,True,0.8,0.8,0.6,0.9999986489613851,0.88,1.0,0.8061777926333278
HumanEval/163,False,0.7,0.7,0.005,0.9999988873799642,0.96,0.0,0.0
